subject,schedule,difficulty,habit,GroupName
Robotics,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ro_MB
C,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_C_AB
TypeScript,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ty_AI
C++,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C+_AI
Blockchain,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Bl_MI
DevOps,Evening,Intermediate,Revision; experimentation; peer discussion,Study_De_EI
Bash,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ba_AB
Web Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_We_EA
Rust,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ru_MB
Rust,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ru_AI
C,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_C_MB
IoT,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Io_EI
Swift,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Sw_EI
Lisp,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Li_EI
Ruby,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ru_MI
Embedded Systems,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Em_AB
Bash,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ba_EI
PHP,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ph_EI
PHP,Evening,Beginner,Light reading; practice problems; reward session,Study_Ph_EB
Rust,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Python,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Py_AI
TypeScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ty_EA
Data Science,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
JavaScript,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ja_AI
Dart,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Da_MI
Cybersecurity,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Cy_MB
Game Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ga_EA
Ruby,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ru_MA
IoT,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Io_MA
AR/VR,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ar_EI
Lisp,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Li_MA
Elixir,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_El_AB
C,Evening,Beginner,Light reading; practice problems; reward session,Study_C_EB
Web Development,Evening,Beginner,Light reading; practice problems; reward session,Study_We_EB
Dart,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Da_MA
Go,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Go_EI
Go,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Go_EI
Mobile Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Mo_EI
C,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_C_MB
PowerShell,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Po_MA
IoT,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Io_MB
Blockchain,Evening,Beginner,Light reading; practice problems; reward session,Study_Bl_EB
Blockchain,Evening,Beginner,Light reading; practice problems; reward session,Study_Bl_EB
PHP,Evening,Beginner,Light reading; practice problems; reward session,Study_Ph_EB
Elixir,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_El_AI
Ruby,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ru_MA
Web Development,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_We_MI
Go,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Go_MB
Prolog,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Pr_EI
Robotics,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ro_MB
DevOps,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_De_AB
Bioinformatics,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bi_AA
Blockchain,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Bl_AB
Lisp,Evening,Beginner,Light reading; practice problems; reward session,Study_Li_EB
Blockchain,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bl_AA
Data Science,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Da_MA
Ruby,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Ruby,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
C#,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_C#_MI
Web Development,Afternoon,Advanced,Project work; collaboration; skill layering,Study_We_AA
Lisp,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Li_MI
Embedded Systems,Evening,Beginner,Light reading; practice problems; reward session,Study_Em_EB
Rust,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
Web Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_We_EI
Go,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Go_EA
ai & machine learning,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ai_AB
Python,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Py_MA
Lisp,Evening,Beginner,Light reading; practice problems; reward session,Study_Li_EB
Perl,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Pe_EA
Java,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ja_EI
PowerShell,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Po_AA
Cybersecurity,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Cy_EA
DevOps,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_De_AI
Data Science,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
Elixir,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_El_AB
DevOps,Afternoon,Advanced,Project work; collaboration; skill layering,Study_De_AA
Swift,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Sw_AB
Quantum Computing,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Qu_AI
Cybersecurity,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Cy_MB
Elixir,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_El_MB
Python,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Py_MA
Haskell,Evening,Beginner,Light reading; practice problems; reward session,Study_Ha_EB
Bioinformatics,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bi_AA
Data Science,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Da_MA
TypeScript,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ty_MI
C#,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_C#_MI
Cloud Computing,Evening,Beginner,Light reading; practice problems; reward session,Study_Cl_EB
PHP,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ph_MA
Ruby,Evening,Beginner,Light reading; practice problems; reward session,Study_Ru_EB
AR/VR,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ar_MB
Quantum Computing,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Qu_AB
Web Development,Afternoon,Advanced,Project work; collaboration; skill layering,Study_We_AA
ai & machine learning,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ai_AB
DevOps,Evening,Advanced,Self-assessment; mentoring; review loop,Study_De_EA
Ruby,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ru_EA
IoT,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Io_MB
Go,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Go_AA
AR/VR,Evening,Beginner,Light reading; practice problems; reward session,Study_Ar_EB
Game Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ga_EI
Perl,Evening,Beginner,Light reading; practice problems; reward session,Study_Pe_EB
C#,Evening,Advanced,Self-assessment; mentoring; review loop,Study_C#_EA
TypeScript,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ty_AB
JavaScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ja_EA
Robotics,Evening,Beginner,Light reading; practice problems; reward session,Study_Ro_EB
Cloud Computing,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Cl_EA
Haskell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ha_EA
Embedded Systems,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Em_EI
Elixir,Evening,Advanced,Self-assessment; mentoring; review loop,Study_El_EA
Java,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ja_EA
Ruby,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Go,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Go_MI
Ruby,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ru_MI
Python,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Py_EA
Dart,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Da_AB
C,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C_AI
Rust,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Lisp,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Li_AB
Bash,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ba_AI
Elixir,Evening,Advanced,Self-assessment; mentoring; review loop,Study_El_EA
Perl,Evening,Beginner,Light reading; practice problems; reward session,Study_Pe_EB
PowerShell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Po_EA
Java,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ja_AI
Blockchain,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Bl_EA
C,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_C_AB
PowerShell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Po_MB
Python,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Py_AB
Bash,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ba_MI
PowerShell,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Po_AI
Robotics,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ro_EA
Dart,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Da_MB
Java,Evening,Beginner,Light reading; practice problems; reward session,Study_Ja_EB
Perl,Evening,Beginner,Light reading; practice problems; reward session,Study_Pe_EB
Go,Evening,Beginner,Light reading; practice problems; reward session,Study_Go_EB
Java,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ja_AB
Python,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Py_AI
Cloud Computing,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Cl_MI
Go,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Go_AA
Dart,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Da_AB
TypeScript,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ty_MI
Ruby,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ru_AI
Lisp,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Li_AB
PowerShell,Evening,Beginner,Light reading; practice problems; reward session,Study_Po_EB
Elixir,Evening,Intermediate,Revision; experimentation; peer discussion,Study_El_EI
Bash,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ba_EI
Bash,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ba_AA
Python,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Py_AB
IoT,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Io_EI
Prolog,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pr_AA
C,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_C_AB
Rust,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
Data Science,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Da_MI
Web Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_We_MB
PHP,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ph_EA
Kotlin,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ko_AA
Elixir,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_El_AI
TypeScript,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ty_AA
C#,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_C#_MA
Elixir,Afternoon,Advanced,Project work; collaboration; skill layering,Study_El_AA
JavaScript,Evening,Beginner,Light reading; practice problems; reward session,Study_Ja_EB
Java,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ja_MA
AR/VR,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ar_AI
Data Science,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Da_AI
Haskell,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ha_AB
Kotlin,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ko_AB
PHP,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ph_MB
Game Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ga_MA
Cloud Computing,Evening,Beginner,Light reading; practice problems; reward session,Study_Cl_EB
Java,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ja_EI
PHP,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ph_MA
Mobile Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Mo_MB
AR/VR,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ar_AI
Prolog,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pr_AA
Elixir,Afternoon,Advanced,Project work; collaboration; skill layering,Study_El_AA
C++,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_C+_MI
Mobile Development,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Mo_MI
Rust,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ru_MI
Robotics,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ro_AI
Haskell,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ha_EI
DevOps,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_De_MB
Bioinformatics,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Bi_EI
Ruby,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ru_EA
Prolog,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Pr_AI
C#,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_C#_MI
Elixir,Evening,Intermediate,Revision; experimentation; peer discussion,Study_El_EI
Lisp,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Li_AI
Rust,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
C,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C_AI
PHP,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ph_MA
PowerShell,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Po_EI
DevOps,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_De_MA
C,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C_EI
ai & machine learning,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ai_MI
C++,Afternoon,Advanced,Project work; collaboration; skill layering,Study_C+_AA
IoT,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Io_MI
ai & machine learning,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ai_AB
Go,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Go_MB
ai & machine learning,Evening,Beginner,Light reading; practice problems; reward session,Study_Ai_EB
Perl,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Pe_MB
Robotics,Evening,Beginner,Light reading; practice problems; reward session,Study_Ro_EB
Go,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Go_AI
Ruby,Evening,Beginner,Light reading; practice problems; reward session,Study_Ru_EB
Cloud Computing,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Cl_EI
Game Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ga_MA
C++,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C+_EI
IoT,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Io_MA
Dart,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
Prolog,Evening,Beginner,Light reading; practice problems; reward session,Study_Pr_EB
Swift,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Sw_AI
Cloud Computing,Evening,Beginner,Light reading; practice problems; reward session,Study_Cl_EB
Haskell,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ha_MI
Perl,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Pe_AB
Go,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Go_MA
Blockchain,Evening,Beginner,Light reading; practice problems; reward session,Study_Bl_EB
Quantum Computing,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Qu_EA
C,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_C_MA
Java,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ja_AB
Bash,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ba_MA
Embedded Systems,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Em_AA
Perl,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Pe_EI
Perl,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pe_AA
IoT,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Io_MA
Lisp,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Li_MI
Python,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Py_EI
Python,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Py_AB
Swift,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Sw_EA
Rust,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ru_AI
Embedded Systems,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Em_EI
ai & machine learning,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ai_AA
AR/VR,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ar_AB
Lisp,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Li_AA
Kotlin,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ko_AA
IoT,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Io_AB
Cybersecurity,Evening,Beginner,Light reading; practice problems; reward session,Study_Cy_EB
Quantum Computing,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Qu_AB
Blockchain,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Bl_MB
Bioinformatics,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bi_AA
Kotlin,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ko_EI
Cloud Computing,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Cl_MI
Mobile Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Mo_MB
Python,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Py_AB
C#,Evening,Beginner,Light reading; practice problems; reward session,Study_C#_EB
ai & machine learning,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ai_AB
DevOps,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_De_MB
Java,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ja_MI
Prolog,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pr_AA
C#,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_C#_MA
Quantum Computing,Evening,Beginner,Light reading; practice problems; reward session,Study_Qu_EB
AR/VR,Evening,Beginner,Light reading; practice problems; reward session,Study_Ar_EB
JavaScript,Evening,Beginner,Light reading; practice problems; reward session,Study_Ja_EB
PowerShell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Po_EA
C,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C_AI
Lisp,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Li_EA
C#,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C#_AI
Swift,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Sw_AA
TypeScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ty_EA
Embedded Systems,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Em_AA
Rust,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ru_AB
Game Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ga_EA
TypeScript,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ty_AB
ai & machine learning,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ai_AI
Data Science,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Da_MI
Kotlin,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ko_AB
Perl,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Pe_MA
Blockchain,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Bl_AI
TypeScript,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ty_AB
Mobile Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Mo_MB
PHP,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ph_EA
C,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_C_AB
IoT,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Io_AI
Swift,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Sw_MA
Dart,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Da_AA
Robotics,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ro_MI
Robotics,Evening,Beginner,Light reading; practice problems; reward session,Study_Ro_EB
C,Evening,Beginner,Light reading; practice problems; reward session,Study_C_EB
Bash,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ba_MI
Mobile Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Mo_AI
Embedded Systems,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Em_AA
Swift,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Sw_AA
Web Development,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_We_AB
Cloud Computing,Evening,Beginner,Light reading; practice problems; reward session,Study_Cl_EB
PowerShell,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Po_AA
DevOps,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_De_MB
Elixir,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_El_MB
Python,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Py_AA
Python,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Py_EI
Robotics,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ro_MI
Elixir,Evening,Beginner,Light reading; practice problems; reward session,Study_El_EB
TypeScript,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ty_AI
JavaScript,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ja_AI
Mobile Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Mo_AI
C,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C_EI
C++,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C+_EI
Python,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Py_MB
Go,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Go_AA
Go,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Go_MI
C#,Afternoon,Advanced,Project work; collaboration; skill layering,Study_C#_AA
Rust,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Embedded Systems,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Em_EI
Python,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Py_MB
C++,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C+_AI
Cybersecurity,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Cy_MB
Data Science,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Da_AB
Perl,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pe_AA
PHP,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ph_MB
JavaScript,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ja_MB
Robotics,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ro_AB
JavaScript,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ja_AA
TypeScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ty_EA
Haskell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ha_MB
Ruby,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ru_MB
C++,Afternoon,Advanced,Project work; collaboration; skill layering,Study_C+_AA
Blockchain,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Bl_AI
DevOps,Afternoon,Advanced,Project work; collaboration; skill layering,Study_De_AA
Mobile Development,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Mo_AB
Ruby,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ru_MA
C++,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_C+_MI
IoT,Evening,Beginner,Light reading; practice problems; reward session,Study_Io_EB
Rust,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Elixir,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_El_MA
IoT,Evening,Beginner,Light reading; practice problems; reward session,Study_Io_EB
ai & machine learning,Evening,Beginner,Light reading; practice problems; reward session,Study_Ai_EB
AR/VR,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ar_EA
Embedded Systems,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Em_EA
Quantum Computing,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Qu_AA
Bash,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ba_EI
Bioinformatics,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Bi_AB
Robotics,Evening,Beginner,Light reading; practice problems; reward session,Study_Ro_EB
Perl,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Pe_MI
TypeScript,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ty_AA
Data Science,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Da_EI
Embedded Systems,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Em_MI
Swift,Evening,Beginner,Light reading; practice problems; reward session,Study_Sw_EB
Python,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Py_MI
Go,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Go_MI
AR/VR,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ar_MI
Mobile Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Mo_MA
C,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_C_AB
Perl,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Pe_AB
Haskell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ha_MB
Robotics,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ro_AB
Cloud Computing,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cl_AA
Bioinformatics,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Bi_MB
